name,sunday_open,sunday_close,monday_open,monday_close,tuesday_open,tuesday_close,wednesday_open,wednesday_close,thursday_open,thursday_close,friday_open,friday_close,saturday_open,saturday_close,phone,rating,price,category,address,website,id
b'Merci',00:00:00,00:00:00,00:00:00,00:00:00,11:30:00,18:30:00,11:30:00,18:30:00,11:30:00,18:30:00,11:30:00,18:30:00,11:30:00,18:30:00,(608) 630-9222,2.5,0,French,"10 W Mifflin St, Ste 110, Madison, WI 53703",https://www.yelp.com/biz/merci-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8923
b'Asian Sweet Bakery',09:00:00,19:00:00,00:00:00,00:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,(608) 665-3988,4.5,1,Bakeries;Chinese,"1017 S Park St, Madison, WI 53715",https://www.yelp.com/biz/asian-sweet-bakery-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8924
b'Macha Tea Company',12:00:00,17:00:00,00:00:00,00:00:00,00:00:00,00:00:00,13:00:00,19:00:00,13:00:00,19:00:00,13:00:00,19:00:00,11:00:00,18:00:00,(608) 283-9286,5.0,1,Tea Rooms;Bakeries;Breakfast & Brunch,"823 E Johnson St, Ste 5, Madison, WI 53703",https://www.yelp.com/biz/macha-tea-company-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8925
"b""Dexter's Pub""",11:00:00,00:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:30:00,11:00:00,02:30:00,(608) 244-3535,4.0,2,Pubs;American (Traditional);Sports Bars,"301 North St, Madison, WI 53704",https://www.yelp.com/biz/dexters-pub-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8926
b'Gotham Bagels',08:00:00,14:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,(608) 467-7642,3.5,1,Bagels;Breakfast & Brunch;Delis,"112 E Mifflin St, Madison, WI 53704",https://www.yelp.com/biz/gotham-bagels-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8927
b'Pots n Tots',11:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,(608) 234-7917,5.0,0,Food Trucks;Food Stands,"1025 W Johnson St, Madison, WI 53706",https://www.yelp.com/biz/pots-n-tots-madison-3?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8928
b'Natt Spil',10:00:00,02:00:00,17:00:00,02:00:00,17:00:00,02:00:00,17:00:00,02:00:00,17:00:00,02:00:00,17:00:00,02:00:00,17:00:00,02:00:00,No phone number available,4.0,2,Pizza;Dim Sum;Bars,"211 King St, Madison, WI 53703",https://www.yelp.com/biz/natt-spil-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8929
b'Badger Tavern',11:00:00,00:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:30:00,11:00:00,02:30:00,(608) 286-1450,4.0,1,Bars;American (New),"1612 Seminole Hwy, Madison, WI 53711",https://www.yelp.com/biz/badger-tavern-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8930
b'Sala Thai Restaurant',17:00:00,21:00:00,00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 246-1889,4.0,2,Thai,"36 S Fair Oaks Ave, Madison, WI 53714",https://www.yelp.com/biz/sala-thai-restaurant-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8931
b'The Tin Fox',10:00:00,15:00:00,00:00:00,00:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00,(608) 709-1616,3.5,2,American (New);Coffee & Tea;Bars,"2616 Monroe St, Madison, WI 53711",https://www.yelp.com/biz/the-tin-fox-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8932
b'Cafe Costa Rica',00:00:00,00:00:00,11:30:00,14:30:00,11:30:00,14:30:00,11:30:00,14:30:00,11:30:00,14:30:00,11:30:00,14:30:00,10:00:00,14:00:00,(608) 352-8466,4.5,1,Food Trucks;Latin American;Caribbean,"731 State St, Madison, WI 53703",https://www.yelp.com/biz/cafe-costa-rica-madison-4?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8933
b'Jardin at Robinia Courtyard',00:00:00,00:00:00,00:00:00,00:00:00,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,22:00:00,17:00:00,22:00:00,(608) 478-0101,4.0,2,Bars;Tapas/Small Plates;American (New),"829 E Washington Ave, Madison, WI 53703",https://www.yelp.com/biz/jardin-at-robinia-courtyard-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8934
b'Brothers Three Bar & Grill',11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,20:00:00,11:00:00,20:00:00,(608) 244-6818,4.0,1,Burgers;American (Traditional);Bars,"614 N Fair Oaks Ave, Madison, WI 53714",https://www.yelp.com/biz/brothers-three-bar-and-grill-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8935
b'Belair Cantina',10:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,10:00:00,23:00:00,(608) 620-6040,3.5,2,Mexican;Bars;Gluten-Free,"111 Martin Luther King Jr Blvd, Madison, WI 53703",https://www.yelp.com/biz/belair-cantina-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8936
b'The Angry Rooster',11:00:00,14:00:00,00:00:00,00:00:00,11:00:00,21:00:00,00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,(608) 709-1616,3.0,0,Chicken Shop,"2616 Monroe St, Madison, WI 53711",https://www.yelp.com/biz/the-angry-rooster-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8937
b'King of Falafel & Grill',12:00:00,19:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,10:30:00,21:00:00,11:00:00,21:00:00,(608) 709-5500,4.0,1,Food Trucks;Falafel;Middle Eastern,"1129 S Park St, Madison, WI 53715",https://www.yelp.com/biz/king-of-falafel-and-grill-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8938
b'The Statehouse',07:00:00,22:00:00,06:30:00,22:00:00,06:30:00,22:00:00,06:30:00,22:00:00,06:30:00,22:00:00,06:30:00,22:00:00,06:30:00,22:00:00,(608) 535-8230,3.0,3,American (New);Breakfast & Brunch,"1001 Wisconsin Pl, Madison, WI 53703",https://www.yelp.com/biz/the-statehouse-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8939
b'Masarap Food Cart',00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,(608) 206-2759,3.0,0,Filipino,"953 Jenifer St, Madison, WI 53703",https://www.yelp.com/biz/masarap-food-cart-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8940
b'El Sabor de Puebla',10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,(608) 422-5264,4.0,1,Mexican,"305 N 4th St, Madison, WI 53704",https://www.yelp.com/biz/el-sabor-de-puebla-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8941
b'Tapatios',11:00:00,21:00:00,00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 467-7400,4.5,2,Mexican,"2990 Cahill Main, Ste 100, Fitchburg, WI 53711",https://www.yelp.com/biz/tapatios-fitchburg?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8942
b'North of the Bayou',00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 286-1393,3.5,2,Cajun/Creole;Bars,"802 Atlas Ave, Madison, WI 53714",https://www.yelp.com/biz/north-of-the-bayou-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8943
b'3 Soles',00:00:00,00:00:00,10:00:00,18:00:00,10:00:00,20:00:00,10:00:00,18:00:00,10:00:00,20:00:00,10:00:00,19:00:00,10:00:00,20:00:00,(608) 285-5428,5.0,0,Mexican,"2440 Perry St, Madison, WI 53713",https://www.yelp.com/biz/3-soles-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8944
b'Greenbush Bar',00:00:00,00:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,23:00:00,16:00:00,23:00:00,(608) 257-2874,4.0,2,Italian;Pizza;Bars,"914 Regent St, Madison, WI 53715",https://www.yelp.com/biz/greenbush-bar-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8945
b'Parthenon Gyros',11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,(608) 251-6311,4.0,2,Greek,"316 State St, Madison, WI 53703",https://www.yelp.com/biz/parthenon-gyros-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8946
b'Teddywedgers',00:00:00,00:00:00,07:00:00,14:00:00,07:00:00,14:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,(608) 230-5360,4.0,1,Cafes;Bakeries,"101 State St, Madison, WI 53703",https://www.yelp.com/biz/teddywedgers-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8947
b'Monona Bakery & Eatery',08:00:00,19:00:00,07:30:00,20:00:00,00:00:00,00:00:00,07:30:00,20:00:00,07:30:00,20:00:00,07:30:00,20:00:00,08:00:00,20:00:00,(608) 720-1133,4.5,2,Breakfast & Brunch;Bakeries;Latin American,"4544 Monona Dr, Madison, WI 53716",https://www.yelp.com/biz/monona-bakery-and-eatery-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8948
b'Tip Top Tavern',09:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,09:00:00,02:00:00,(608) 241-5515,4.0,2,American (New);Pubs,"601 N North St, Madison, WI 53704",https://www.yelp.com/biz/tip-top-tavern-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8949
"b""Erin's Snug Irish Pub""",10:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00,(608) 242-7616,3.5,2,Irish;Irish Pub;Venues & Event Spaces,"4601 American Pkwy, Madison, WI 53718",https://www.yelp.com/biz/erins-snug-irish-pub-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8950
"b""Madison's""",10:00:00,15:00:00,00:00:00,00:00:00,16:00:00,02:00:00,16:00:00,02:00:00,16:00:00,02:00:00,16:00:00,02:30:00,10:00:00,02:30:00,(608) 229-0900,3.5,2,American (New);Lounges,"119 King St, Madison, WI 53703",https://www.yelp.com/biz/madisons-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8951
b'Hmong Legacy Market',08:30:00,19:00:00,08:30:00,19:00:00,08:30:00,19:00:00,08:30:00,19:00:00,08:30:00,19:00:00,08:30:00,19:00:00,08:30:00,19:00:00,(608) 416-5400,4.0,2,Grocery;Imported Food;Delis,"2119 Fish Hatchery Rd, Madison, WI 53713",https://www.yelp.com/biz/hmong-legacy-market-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8952
b'Cranberry Creek Catering & Cafe',09:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,20:00:00,00:00:00,00:00:00,(608) 222-4803,4.0,1,Caterers;Cafes,"1501 Lake Point Dr, Madison, WI 53713",https://www.yelp.com/biz/cranberry-creek-catering-and-cafe-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8953
b'Bear & Bottle',12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,(608) 630-8800,3.5,2,Pubs;Tacos;Sandwiches,"601 N Sherman Ave, Madison, WI 53704",https://www.yelp.com/biz/bear-and-bottle-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8954
"b""PA'PA'S BBQ""",00:00:00,00:00:00,00:00:00,00:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,17:00:00,(608) 575-6489,5.0,1,Food Trucks;Barbeque;Caterers,"1220 E Broadway, Monona, WI 53716",https://www.yelp.com/biz/papas-bbq-monona?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8955
"b""Tex Tubb's Taco Palace""",11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,23:00:00,11:30:00,23:00:00,(608) 242-1800,3.5,2,Tex-Mex;Bars;Tacos,"2009 Atwood Ave, Madison, WI 53704",https://www.yelp.com/biz/tex-tubbs-taco-palace-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8956
b'Manna Cafe & Bakery',07:00:00,14:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,06:00:00,18:00:00,07:00:00,14:00:00,(608) 663-5500,4.5,2,Bakeries;Breakfast & Brunch;Cafes,"611 N Sherman Ave, Madison, WI 53704",https://www.yelp.com/biz/manna-cafe-and-bakery-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8957
"b""Licari's Bar and Grill""",08:00:00,02:00:00,08:00:00,02:00:00,08:00:00,02:00:00,08:00:00,02:00:00,08:00:00,02:00:00,08:00:00,02:30:00,08:00:00,02:30:00,(608) 256-3548,4.0,1,Dive Bars;American (Traditional);Fish & Chips,"1405 Emil St, Madison, WI 53713",https://www.yelp.com/biz/licaris-bar-and-grill-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8958
"b""Mcgee's Chicken""",00:00:00,00:00:00,00:00:00,00:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,12:00:00,22:00:00,(608) 442-0220,3.5,1,American (Traditional),"1920 S Park St, Madison, WI 53713",https://www.yelp.com/biz/mcgees-chicken-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8959
b'Corral Room Bar',16:30:00,01:00:00,16:30:00,01:00:00,16:30:00,01:00:00,16:30:00,01:00:00,16:30:00,01:00:00,16:30:00,01:00:00,16:30:00,01:00:00,(608) 256-3570,4.0,2,Bars;Seafood;Steakhouses,"116 S Hamilton St, Madison, WI 53703",https://www.yelp.com/biz/corral-room-bar-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8960
"b""Portillo's Hot Dogs""",10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,(608) 819-2720,3.0,0,Fast Food;Hot Dogs;Juice Bars & Smoothies,"4505 E Towne Blvd, Madison, WI 53704",https://www.yelp.com/biz/portillos-hot-dogs-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8961
b'Haveli Restaurant',17:00:00,21:00:00,00:00:00,00:00:00,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,21:00:00,(608) 274-3333,4.5,2,Indian,"5957 McKee Rd, Fitchburg, WI 53719",https://www.yelp.com/biz/haveli-restaurant-fitchburg?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8962
b'The Winnebago',17:00:00,23:00:00,17:00:00,23:00:00,17:00:00,23:00:00,17:00:00,23:00:00,19:00:00,00:00:00,19:00:00,00:00:00,19:00:00,00:00:00,(608) 640-4380,4.0,0,Music Venues;American (New);Breakfast & Brunch,"2262 Winnebago St, Madison, WI 53704",https://www.yelp.com/biz/the-winnebago-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8963
b'Athens Grill',00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 220-3340,4.0,2,Greek;Mediterranean;Bars,"5430 Willow Rd, Waunakee, WI 53597",https://www.yelp.com/biz/athens-grill-waunakee?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8964
b'Plaka Taverna',08:00:00,13:00:00,00:00:00,00:00:00,06:00:00,13:00:00,06:00:00,13:00:00,06:00:00,21:00:00,06:00:00,22:00:00,07:00:00,22:00:00,(608) 251-4455,4.0,1,Greek;Mediterranean;Breakfast & Brunch,"410 E Wilson St, Madison, WI 53703",https://www.yelp.com/biz/plaka-taverna-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8965
"b""Gino's Italian Deli""",11:00:00,17:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,(608) 273-1981,4.5,1,Delis;Italian,"4606 Verona Rd, Madison, WI 53711",https://www.yelp.com/biz/ginos-italian-deli-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8966
b'Cheba Hut Toasted Subs',10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,03:00:00,10:00:00,03:00:00,10:00:00,03:00:00,(608) 819-8485,4.0,1,"Sandwiches;Beer, Wine & Spirits;Caterers","453 W Gilman St, Madison, WI 53703",https://www.yelp.com/biz/cheba-hut-toasted-subs-madison-3?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8967
b'Fit 2 Eat',00:00:00,00:00:00,00:00:00,00:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,00:00:00,00:00:00,(608) 233-7192,4.0,1,American (New);Sandwiches,"3742 Speedway Rd, Madison, WI 53705",https://www.yelp.com/biz/fit-2-eat-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8968
b'Ichiban Sichuan',11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:30:00,11:00:00,22:30:00,(608) 819-8808,3.5,2,Chinese,"610 S Park St, Madison, WI 53715",https://www.yelp.com/biz/ichiban-sichuan-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8969
b'Hyderabad House',11:30:00,21:30:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:30:00,11:30:00,22:30:00,(608) 709-1151,3.5,0,Indian,"4738 E Washington Ave, Madison, WI 53704",https://www.yelp.com/biz/hyderabad-house-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8970
b'The University Club',00:00:00,00:00:00,07:30:00,14:00:00,07:30:00,14:00:00,07:30:00,14:00:00,07:30:00,14:00:00,07:30:00,14:00:00,00:00:00,00:00:00,(608) 262-5023,4.0,2,Venues & Event Spaces;American (Traditional),"803 State St, Madison, WI 53703",https://www.yelp.com/biz/the-university-club-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8971
b'Maharana Indian Restaurant',11:30:00,22:00:00,00:00:00,00:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,(608) 246-8525,4.0,2,Indian;Soup;Seafood,"1707 Theirer Rd, Madison, WI 53704",https://www.yelp.com/biz/maharana-indian-restaurant-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8972
b'Rising Sons Deli',11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 661-4334,3.5,1,Thai,"617 State St, Madison, WI 53703",https://www.yelp.com/biz/rising-sons-deli-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8973
b'Essen Haus',15:00:00,22:00:00,00:00:00,00:00:00,15:00:00,22:00:00,15:00:00,22:00:00,15:00:00,00:00:00,15:00:00,02:30:00,15:00:00,02:30:00,(608) 255-4674,3.5,2,German;Bars;Music Venues,"514 E Wilson St, Madison, WI 53703",https://www.yelp.com/biz/essen-haus-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8974
