name,sunday_open,sunday_close,monday_open,monday_close,tuesday_open,tuesday_close,wednesday_open,wednesday_close,thursday_open,thursday_close,friday_open,friday_close,saturday_open,saturday_close,phone,rating,price,category,address,website,id
b'Takumi Japanese Restaurant',13:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:30:00,11:00:00,22:30:00,(608) 663-3899,4.0,2,Japanese;Sushi Bars,"4222 E Towne Blvd, Madison, WI 53704",https://www.yelp.com/biz/takumi-japanese-restaurant-madison,81
b'DLUX',09:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,09:00:00,00:00:00,(608) 467-3130,4.0,2,Burgers;Cocktail Bars;Breakfast & Brunch,"117 Martin Luther King Jr Blvd, Madison, WI 53703",https://www.yelp.com/biz/dlux-madison,82
"b""Marie's Soul Food""",12:00:00,18:00:00,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,(608) 405-5729,4.5,0,Soul Food,"1637 Monroe St, Madison, WI 53711",https://www.yelp.com/biz/maries-soul-food-madison,83
b'Himal Chuli',12:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:30:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 251-9225,4.0,2,Himalayan/Nepalese,"318 State St, Madison, WI 53703",https://www.yelp.com/biz/himal-chuli-madison,84
b'Sunny Pho',11:00:00,21:00:00,00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 513-1786,4.0,0,Vietnamese;Soup,"602 S Park St, Madison, WI 53715",https://www.yelp.com/biz/sunny-pho-madison-3,85
b'A La Brasa Mexican Grill',11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,(608) 251-1700,4.0,1,Mexican,"15 N Broom St, Madison, WI 53703",https://www.yelp.com/biz/a-la-brasa-mexican-grill-madison-2,86
b'Buraka Restaurant',11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,(608) 286-1448,3.5,2,Ethiopian;African,"1210 Williamson St, Madison, WI 53703",https://www.yelp.com/biz/buraka-restaurant-madison-2,87
b'Dubai Mediterranean Restaurant & Bar',11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,00:00:00,11:00:00,02:00:00,11:00:00,02:00:00,(608) 819-8222,4.0,2,Mediterranean;Hookah Bars,"419 State St, Madison, WI 53703",https://www.yelp.com/biz/dubai-mediterranean-restaurant-and-bar-madison-2,88
b'Forage Kitchen',11:00:00,20:00:00,09:00:00,15:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,11:00:00,20:00:00,(608) 286-1455,4.0,2,Salad;Juice Bars & Smoothies,"665 State St, Madison, WI 53703",https://www.yelp.com/biz/forage-kitchen-madison,89
b'Robinia Courtyard',08:00:00,02:00:00,07:00:00,02:00:00,07:00:00,02:00:00,07:00:00,02:00:00,07:00:00,02:00:00,07:00:00,02:30:00,08:00:00,02:30:00,(608) 478-0181,4.5,2,Venues & Event Spaces;Food Court;Beer Gardens,"829 E Washington Ave, Madison, WI 53703",https://www.yelp.com/biz/robinia-courtyard-madison,90
b'Mirch Masala',11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,(608) 665-3667,4.0,2,Indian;Himalayan/Nepalese,"449 State St, Madison, WI 53703",https://www.yelp.com/biz/mirch-masala-madison-2,91
b'Good Food',00:00:00,00:00:00,11:00:00,14:00:00,11:00:00,14:00:00,11:00:00,14:00:00,11:00:00,14:00:00,11:00:00,14:00:00,00:00:00,00:00:00,(608) 217-5227,5.0,1,Street Vendors;Sandwiches;Salad,"33 E Main St, Madison, WI 53703",https://www.yelp.com/biz/good-food-madison,92
b'Wonder Bar Steakhouse',00:00:00,00:00:00,16:00:00,21:00:00,16:00:00,21:00:00,16:00:00,21:00:00,16:00:00,21:00:00,16:00:00,22:00:00,16:00:00,22:00:00,(608) 256-9430,3.5,3,Steakhouses;Seafood,"222 E Olin Ave, Madison, WI 53713",https://www.yelp.com/biz/wonder-bar-steakhouse-madison-2,93
"b""Monty's Blue Plate Diner""",07:30:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,22:00:00,07:30:00,22:00:00,(608) 244-8505,4.0,2,Diners;American (Traditional);Vegetarian,"2089 Atwood Ave, Madison, WI 53704",https://www.yelp.com/biz/montys-blue-plate-diner-madison,94
b'HungryBadger Cafe',12:00:00,20:00:00,00:00:00,00:00:00,16:00:00,21:00:00,16:00:00,21:00:00,16:00:00,21:00:00,16:00:00,21:00:00,11:00:00,21:00:00,(608) 501-1468,4.5,0,"Himalayan/Nepalese;Comfort Food;Beer, Wine & Spirits","540 State St, Madison, WI 53703",https://www.yelp.com/biz/hungrybadger-cafe-madison-2,95
b'Blended',10:00:00,18:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,(608) 232-2233,4.5,2,Juice Bars & Smoothies;Vegan;Gluten-Free,"717 Hilldale Way, Madison, WI 53705",https://www.yelp.com/biz/blended-madison-2,96
b'Short Stack Eatery',07:00:00,21:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,(608) 709-5569,4.0,2,Breakfast & Brunch,"301 W Johnson St, Madison, WI 53703",https://www.yelp.com/biz/short-stack-eatery-madison-2,97
b'Tokyo Sushi',15:00:00,21:00:00,00:00:00,00:00:00,15:00:00,21:00:00,15:00:00,21:00:00,15:00:00,21:00:00,11:00:00,21:30:00,11:00:00,21:30:00,(608) 405-5825,4.0,0,Sushi Bars;Japanese,"1133 Williamson St, Madison, WI 53703",https://www.yelp.com/biz/tokyo-sushi-madison,98
b'Lake Edge Seafood Company',00:00:00,00:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,(608) 467-9491,4.0,2,Seafood Markets;American (Traditional),"4100 Monona Dr, Madison, WI 53716",https://www.yelp.com/biz/lake-edge-seafood-company-madison,99
b'Taiwan Little Eats',11:00:00,19:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 251-8529,4.0,2,Bubble Tea;Taiwanese;Asian Fusion,"320 State St, Madison, WI 53703",https://www.yelp.com/biz/taiwan-little-eats-madison,100
